,TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,SEED,YEAR
709,Siena,MAAC,33,17,100.3,106.9,0.3233,51.5,52.6,15.6,18.0,23.6,28.5,24.7,27.3,52.1,51.9,33.9,36.0,61.9,-11.9,0,0.0,2019
754,Akron,MAC,31,17,98.4,92.9,0.6586,48.2,45.5,17.3,19.1,25.1,29.9,27.7,30.6,48.8,46.1,31.7,29.6,67.5,-8.1,0,0.0,2019
755,Ball St.,MAC,32,16,100.5,97.7,0.5825,51.8,47.3,20.2,17.9,27.5,28.6,37.6,30.4,53.5,46.8,32.2,32.1,71.6,-8.6,0,0.0,2019
756,Bowling Green,MAC,32,22,107.5,102.0,0.6466,50.5,50.8,16.6,17.8,30.7,24.8,34.9,31.1,48.8,50.0,35.8,34.6,71.5,-4.3,0,0.0,2019
757,Central Michigan,MAC,32,23,109.2,105.3,0.6038,51.4,50.1,16.2,18.7,31.0,33.1,40.0,28.8,48.9,53.6,36.9,29.3,72.4,-4.0,0,0.0,2019
758,Eastern Michigan,MAC,28,15,101.4,101.5,0.4973,48.5,50.8,20.8,20.1,34.3,34.9,33.9,32.0,50.5,50.4,29.9,34.2,64.4,-8.1,0,0.0,2019
759,Kent St.,MAC,31,22,109.0,106.0,0.5782,49.6,52.7,16.4,19.0,33.2,30.6,31.8,35.9,49.1,53.2,33.6,34.7,68.9,-2.7,0,0.0,2019
760,Miami OH,MAC,30,15,103.0,101.4,0.5469,48.6,51.1,18.7,16.7,30.0,25.3,34.7,33.9,48.7,51.3,32.3,33.9,67.6,-8.7,0,0.0,2019
761,Northern Illinois,MAC,32,17,106.6,104.8,0.5498,52.6,51.9,17.2,17.9,27.2,26.7,26.5,39.1,51.6,50.0,36.5,36.1,67.3,-8.9,0,0.0,2019
762,Ohio,MAC,30,14,98.4,100.5,0.4396,48.6,50.8,20.0,18.5,28.2,27.4,33.2,31.2,50.7,48.9,29.7,35.9,70.8,-8.7,0,0.0,2019
763,Toledo,MAC,32,25,108.6,97.8,0.7686,53.2,46.8,17.4,15.4,28.1,25.7,26.1,26.8,50.4,46.6,38.0,31.5,69.0,-0.1,0,0.0,2019
764,Western Michigan,MAC,31,8,98.3,105.0,0.3189,48.0,52.1,21.7,15.2,29.7,27.6,36.7,29.9,49.4,50.1,30.5,36.9,70.5,-15.2,0,0.0,2019
813,Bethune Cookman,MEAC,29,14,93.0,104.8,0.2017,48.3,47.8,21.5,19.7,33.5,31.5,37.1,36.6,48.3,48.7,32.4,30.9,73.3,-13.2,0,0.0,2019
814,Coppin St.,MEAC,33,8,87.5,109.2,0.0724,45.5,50.2,23.3,16.7,26.0,28.9,37.7,33.6,47.7,47.1,28.6,36.5,71.7,-18.1,0,0.0,2019
815,Delaware St.,MEAC,29,6,84.3,112.2,0.0358,40.0,52.4,19.0,18.9,27.8,31.6,25.5,39.2,37.7,52.6,29.0,34.7,71.6,-21.7,0,0.0,2019
816,Florida A&M,MEAC,29,12,88.2,101.4,0.1673,49.1,48.5,24.6,21.7,27.9,32.4,31.1,40.5,46.9,50.4,36.4,30.2,66.4,-14.1,0,0.0,2019
817,Howard,MEAC,31,17,101.5,114.1,0.2077,48.5,51.8,16.8,19.8,29.2,33.4,33.8,37.8,45.5,50.8,36.8,35.5,72.5,-12.8,0,0.0,2019
818,Maryland Eastern Shore,MEAC,30,7,85.7,114.4,0.0346,43.5,54.4,20.7,19.0,22.8,31.7,28.3,36.6,44.5,53.2,27.9,37.3,64.5,-19.9,0,0.0,2019
819,Morgan St.,MEAC,28,9,91.8,111.4,0.09699999999999999,43.7,53.4,17.9,23.9,31.8,35.2,34.3,39.9,41.5,52.4,33.1,36.7,73.6,-17.3,0,0.0,2019
820,Norfolk St.,MEAC,33,22,96.7,104.7,0.2862,49.6,49.2,20.3,20.7,27.4,28.9,38.2,42.6,46.1,48.0,37.0,33.9,70.2,-9.0,0,0.0,2019
821,North Carolina A&T,MEAC,30,19,95.2,106.8,0.2117,51.1,48.8,19.4,20.7,27.1,34.7,31.1,32.0,51.0,49.5,34.1,31.7,67.3,-8.4,0,0.0,2019
822,Savannah St.,MEAC,30,11,94.6,117.1,0.0791,48.0,53.8,19.9,19.3,28.0,34.6,25.2,33.3,53.7,53.5,29.2,36.1,77.7,-15.0,0,0.0,2019
823,South Carolina St.,MEAC,32,8,97.3,117.8,0.0991,47.2,56.4,20.8,20.4,31.6,30.2,39.7,40.0,46.5,57.1,32.4,36.9,68.3,-20.2,0,0.0,2019
858,Drake,MVC,32,24,106.2,101.2,0.6349,53.3,48.7,19.1,16.8,24.3,26.0,32.6,29.4,53.2,50.8,35.7,30.0,70.6,-2.9,0,0.0,2019
859,Evansville,MVC,30,11,98.1,105.6,0.3008,49.4,50.0,18.5,17.1,18.9,26.2,37.5,37.5,47.9,49.0,34.2,34.8,71.0,-14.5,0,0.0,2019
860,Illinois St.,MVC,32,17,100.1,103.8,0.3973,49.1,51.3,18.4,18.2,26.0,26.1,28.6,32.8,49.1,51.5,32.7,34.0,68.2,-9.0,0,0.0,2019
861,Indiana St.,MVC,29,15,101.1,104.3,0.413,48.6,51.5,18.6,19.4,23.7,27.2,35.8,38.0,46.7,52.1,35.6,33.7,70.2,-9.5,0,0.0,2019
862,Loyola Chicago,MVC,33,20,104.2,98.2,0.6644,55.1,51.1,18.8,20.5,19.9,21.7,32.0,23.9,55.0,48.7,36.7,36.6,64.2,-7.2,0,0.0,2019
863,Missouri St.,MVC,31,16,101.7,102.5,0.4781,51.2,53.5,18.2,21.8,25.4,25.3,36.9,35.0,51.4,49.4,33.9,40.3,67.4,-9.9,0,0.0,2019
864,Northern Iowa,MVC,32,16,100.4,101.0,0.4827,48.9,51.1,17.9,18.2,23.2,23.1,27.6,32.4,46.2,51.0,35.0,34.2,65.6,-11.0,0,0.0,2019
865,Southern Illinois,MVC,32,17,102.0,102.2,0.4934,52.8,49.6,21.0,19.1,28.8,29.2,32.0,25.6,51.2,47.6,37.4,35.1,67.2,-8.2,0,0.0,2019
866,Valparaiso,MVC,31,15,96.7,101.5,0.3647,48.9,49.9,20.3,18.9,26.7,27.1,32.1,31.7,50.1,49.8,31.0,33.4,66.4,-12.2,0,0.0,2019
904,Air Force,MWC,31,14,99.7,106.1,0.3295,51.3,53.6,19.3,17.8,23.2,24.1,28.3,28.6,53.1,53.6,32.3,35.7,67.8,-10.8,0,0.0,2019
905,Boise St.,MWC,32,13,107.6,102.4,0.6404,53.9,51.8,17.3,18.5,23.5,24.4,31.8,33.6,54.7,52.0,35.2,34.3,66.9,-11.9,0,0.0,2019
906,Colorado St.,MWC,31,12,106.5,107.9,0.462,54.4,53.1,17.0,16.2,23.9,27.1,31.9,29.5,55.5,53.5,35.2,35.0,68.5,-13.0,0,0.0,2019
907,Fresno St.,MWC,31,23,107.0,99.1,0.7076,54.5,48.5,18.2,19.5,27.4,25.4,30.2,35.0,51.9,50.2,38.2,30.7,69.2,-2.0,0,0.0,2019
908,New Mexico,MWC,31,14,102.6,104.8,0.4392,49.5,51.6,19.4,18.3,29.3,28.6,39.3,37.1,47.8,50.8,34.4,35.5,74.1,-10.3,0,0.0,2019
909,San Diego St.,MWC,33,21,102.3,96.8,0.6533,49.9,48.2,18.3,18.8,28.9,28.4,35.2,33.3,47.9,47.2,35.6,33.0,68.0,-4.2,0,0.0,2019
910,San Jose St.,MWC,30,4,92.7,112.5,0.0972,46.0,56.1,21.9,15.4,27.4,28.7,34.8,26.9,44.1,56.3,33.0,37.3,71.0,-20.3,0,0.0,2019
911,UNLV,MWC,31,17,104.5,105.3,0.4773,49.5,51.0,18.6,17.6,35.5,27.7,34.9,31.6,48.8,49.7,33.7,35.7,69.1,-7.5,0,0.0,2019
912,Wyoming,MWC,31,8,94.2,106.6,0.1954,49.1,51.7,19.9,17.4,15.9,28.8,39.1,34.4,47.1,51.6,34.5,34.6,69.9,-17.6,0,0.0,2019
949,Bryant,NEC,30,10,98.5,114.5,0.15,49.0,54.9,18.4,18.6,26.6,30.2,36.8,35.4,49.2,52.8,32.5,38.8,69.3,-16.3,0,0.0,2019
950,Central Connecticut,NEC,29,11,95.1,111.6,0.1373,47.0,53.0,19.8,18.1,29.6,29.9,34.1,37.2,45.8,51.5,32.8,36.6,70.5,-15.3,0,0.0,2019
951,LIU Brooklyn,NEC,31,16,97.3,104.9,0.2955,50.7,48.2,20.1,18.5,28.3,29.5,34.4,35.4,50.3,47.7,34.1,32.8,72.3,-13.0,0,0.0,2019
952,Mount St. Mary's,NEC,29,9,94.6,108.8,0.1679,47.9,52.1,19.0,17.8,25.1,31.5,33.9,34.8,48.7,51.1,31.2,35.8,68.7,-16.9,0,0.0,2019
953,Robert Morris,NEC,33,18,95.2,104.5,0.2547,48.8,52.2,21.0,22.2,30.1,27.8,32.2,38.5,47.3,52.2,34.1,34.7,67.6,-11.5,0,0.0,2019
954,Sacred Heart,NEC,31,15,102.3,110.8,0.2865,51.7,51.8,19.9,16.5,31.8,27.0,38.1,31.3,51.1,49.3,35.2,37.3,73.4,-13.2,0,0.0,2019
955,St. Francis NY,NEC,31,17,95.5,104.4,0.2646,48.5,48.9,17.6,19.2,26.9,28.5,28.6,39.3,47.3,49.0,33.5,32.4,69.6,-11.7,0,0.0,2019
956,St. Francis PA,NEC,31,18,104.9,112.3,0.3115,48.8,53.8,17.4,16.9,33.4,28.6,35.0,31.8,46.5,54.9,35.3,34.8,69.6,-9.0,0,0.0,2019
957,Wagner,NEC,28,13,92.8,106.4,0.1715,44.0,51.1,20.8,19.8,33.4,28.9,33.8,46.5,43.1,49.9,30.1,35.2,65.1,-13.5,0,0.0,2019
1002,Austin Peay,OVC,31,22,110.3,105.7,0.6218,52.9,52.5,16.6,20.8,32.3,30.0,34.7,34.2,51.1,53.5,37.5,34.0,70.4,-4.9,0,0.0,2019
1003,Eastern Illinois,OVC,31,14,99.4,110.6,0.2251,49.6,53.6,18.8,18.4,29.2,30.5,28.7,33.1,46.7,50.3,36.2,39.0,68.3,-12.1,0,0.0,2019
1004,Eastern Kentucky,OVC,29,13,98.7,105.1,0.3282,47.8,53.2,18.2,21.5,27.3,31.1,32.6,39.7,47.7,54.4,32.0,34.0,78.6,-11.3,0,0.0,2019
1005,Jacksonville St.,OVC,31,24,103.6,99.5,0.6165,50.5,48.7,18.8,20.4,33.0,25.6,30.2,30.1,52.3,47.7,31.0,33.3,69.1,-3.2,0,0.0,2019
1006,Morehead St.,OVC,31,13,101.1,109.2,0.2913,48.4,52.5,17.2,17.7,27.8,31.6,33.9,28.4,47.1,51.3,33.6,36.4,68.8,-12.6,0,0.0,2019
1007,SIU Edwardsville,OVC,29,10,95.7,112.1,0.1395,46.8,56.6,18.7,18.9,28.5,28.5,34.6,39.3,47.6,56.8,30.3,37.5,70.8,-16.3,0,0.0,2019
1008,Southeast Missouri St.,OVC,29,10,96.5,110.3,0.1771,50.4,52.7,20.2,17.4,25.6,28.3,29.1,33.5,47.4,55.7,36.6,32.3,69.2,-15.4,0,0.0,2019
1009,Tennessee Martin,OVC,29,12,104.6,114.3,0.2649,50.4,57.1,18.8,19.3,31.5,34.7,26.4,27.2,49.9,56.7,34.1,38.5,69.7,-13.3,0,0.0,2019
1010,Tennessee St.,OVC,28,9,97.4,109.0,0.2142,49.1,54.3,22.7,20.3,28.7,28.4,36.2,54.0,49.3,52.6,32.6,38.4,71.0,-14.3,0,0.0,2019
1011,Tennessee Tech,OVC,29,8,88.4,104.0,0.1344,46.1,51.1,22.8,19.2,27.9,32.9,36.3,33.2,43.9,51.1,33.6,34.1,69.7,-16.4,0,0.0,2019
1042,Arizona,P12,32,17,104.0,97.4,0.6807,49.0,50.9,16.7,20.3,28.4,25.9,33.3,35.0,48.1,51.9,33.6,32.9,68.3,-4.2,0,0.0,2019
1043,California,P12,31,8,102.9,106.9,0.3925,48.6,56.9,16.5,20.5,23.3,31.4,34.8,36.1,46.5,56.7,35.0,38.1,68.0,-13.5,0,0.0,2019
1044,Colorado,P12,36,23,105.8,95.7,0.7584,51.0,48.4,19.1,17.4,30.7,23.6,37.2,31.1,52.3,48.8,32.3,31.8,69.5,-3.6,0,0.0,2019
1045,Oregon St.,P12,31,18,110.5,103.7,0.6759,52.2,50.2,18.3,17.6,30.8,29.0,36.8,33.5,54.5,46.7,32.1,37.3,67.2,-3.9,0,0.0,2019
1046,Stanford,P12,31,15,101.4,97.6,0.6083,51.2,47.9,20.8,17.2,29.9,28.3,36.1,32.9,53.2,46.4,31.7,34.5,71.2,-5.8,0,0.0,2019
1047,UCLA,P12,33,17,108.2,101.3,0.6824,52.0,49.6,19.0,15.1,30.8,27.1,38.2,27.6,51.4,47.9,35.5,34.7,74.0,-5.2,0,0.0,2019
1048,USC,P12,33,16,109.0,100.5,0.7164,52.8,49.1,16.5,18.1,27.0,29.9,27.6,30.0,50.3,48.4,38.2,33.4,71.2,-7.1,0,0.0,2019
1049,Utah,P12,31,17,113.9,106.4,0.6862,55.0,52.3,19.2,14.7,31.0,27.1,35.5,32.5,54.6,51.7,37.0,35.6,67.6,-4.2,0,0.0,2019
1050,Washington St.,P12,32,11,105.0,108.8,0.3986,52.8,54.7,19.2,17.1,25.2,29.5,30.3,28.4,51.5,54.9,36.4,36.2,71.8,-12.2,0,0.0,2019
1087,American,Pat,30,15,101.7,103.5,0.4497,53.2,48.2,18.7,17.7,26.1,27.4,35.8,34.8,55.6,50.0,32.5,29.2,67.9,-11.3,0,0.0,2019
1088,Army,Pat,31,13,95.8,102.1,0.3254,49.6,53.3,16.5,18.7,21.6,22.9,24.3,28.4,51.0,53.4,31.8,35.4,71.2,-14.0,0,0.0,2019
1089,Boston University,Pat,32,15,103.4,109.5,0.3415,53.4,54.6,18.8,18.2,28.6,25.1,24.8,32.5,54.5,56.4,34.2,34.7,67.8,-13.1,0,0.0,2019
1090,Bucknell,Pat,33,21,104.0,103.5,0.5136,53.0,49.2,17.3,16.6,25.8,27.6,33.9,32.4,53.3,48.8,35.1,33.3,71.9,-5.5,0,0.0,2019
1091,Holy Cross,Pat,33,16,99.6,106.5,0.316,52.7,53.8,16.1,22.1,20.6,32.9,23.1,26.8,52.5,52.2,35.4,37.3,65.0,-11.3,0,0.0,2019
1092,Lafayette,Pat,29,10,100.5,112.8,0.209,52.6,54.7,18.7,15.3,22.2,26.7,24.5,31.2,49.2,52.9,38.3,38.6,70.2,-15.7,0,0.0,2019
1093,Lehigh,Pat,31,20,107.3,108.2,0.4762,56.4,50.2,18.5,15.6,23.5,27.5,34.9,30.5,51.9,49.9,42.4,33.8,72.9,-5.5,0,0.0,2019
1094,Loyola MD,Pat,32,11,100.5,109.4,0.2757,51.6,55.6,19.5,20.6,27.9,29.6,33.6,32.3,51.8,53.7,34.2,39.2,70.1,-15.1,0,0.0,2019
1095,Navy,Pat,31,12,97.1,105.5,0.2767,46.8,52.1,20.7,16.6,31.8,25.5,30.5,29.7,46.4,53.2,31.7,33.8,68.2,-13.5,0,0.0,2019
1138,Appalachian St.,SB,29,11,105.5,108.0,0.4322,51.4,53.8,17.8,17.4,25.9,29.8,37.0,34.1,51.3,52.8,34.4,37.3,72.8,-13.9,0,0.0,2019
1139,Arkansas St.,SB,30,13,102.4,108.8,0.3315,47.2,51.6,19.4,17.1,33.7,29.8,37.9,43.7,46.5,50.2,32.3,36.0,69.6,-12.6,0,0.0,2019
1140,Coastal Carolina,SB,32,17,106.4,104.2,0.5592,51.8,51.0,19.6,18.0,32.7,28.6,39.4,42.3,49.4,53.1,37.0,32.3,70.9,-9.9,0,0.0,2019
1141,Georgia Southern,SB,31,21,107.3,100.3,0.6826,54.3,51.4,18.6,20.0,27.4,28.7,35.0,31.3,56.8,51.7,32.4,34.0,74.8,-4.9,0,0.0,2019
1142,Little Rock,SB,29,10,98.2,104.2,0.336,54.4,52.3,22.6,19.4,24.3,27.2,42.5,40.3,54.9,51.7,35.6,35.3,71.9,-14.9,0,0.0,2019
1143,Louisiana Lafayette,SB,30,19,106.3,106.5,0.4945,50.9,53.2,17.4,20.0,29.1,31.9,35.1,36.9,50.5,52.3,34.2,36.6,73.4,-6.5,0,0.0,2019
1144,Louisiana Monroe,SB,34,19,111.3,108.6,0.5706,54.0,52.9,16.2,17.4,26.9,29.0,35.8,28.4,49.6,52.7,39.7,35.4,67.6,-7.4,0,0.0,2019
1145,South Alabama,SB,32,17,102.8,106.6,0.3963,52.9,52.1,19.5,19.7,25.5,31.9,35.1,36.6,51.1,51.3,37.0,35.6,67.7,-10.9,0,0.0,2019
1146,Texas St.,SB,32,24,101.0,98.5,0.5698,50.0,48.5,19.6,20.7,33.2,24.7,34.4,39.5,50.8,49.2,32.4,31.6,66.4,-3.3,0,0.0,2019
1147,Troy,SB,28,12,100.8,108.1,0.308,51.0,52.7,19.9,17.1,27.2,31.1,31.7,32.8,51.7,50.1,33.2,37.8,68.5,-11.8,0,0.0,2019
1148,UT Arlington,SB,32,17,100.5,98.9,0.5469,47.0,48.0,20.3,18.1,31.0,28.0,34.5,38.0,47.9,50.0,30.5,29.9,67.9,-7.5,0,0.0,2019
1185,Chattanooga,SC,29,12,101.0,107.5,0.3286,51.5,52.9,19.1,15.4,24.6,28.4,24.2,31.6,49.3,52.0,36.3,36.4,67.9,-12.6,0,0.0,2019
1186,East Tennessee St.,SC,32,24,107.9,102.0,0.6568,54.6,52.6,20.0,20.5,37.0,23.9,30.0,30.5,55.0,48.5,35.9,39.1,68.5,-1.5,0,0.0,2019
1187,Furman,SC,30,25,107.7,96.6,0.7788,55.4,47.9,18.4,20.1,28.7,30.0,24.9,24.2,56.7,48.6,36.0,31.2,68.0,-0.4,0,0.0,2019
1188,Mercer,SC,29,11,101.9,105.3,0.4054,51.0,52.7,19.3,20.1,28.8,32.3,35.7,34.7,51.2,53.4,33.8,34.6,68.3,-12.2,0,0.0,2019
1189,Samford,SC,32,17,105.5,103.2,0.5631,54.1,49.6,19.3,18.1,28.1,31.2,33.9,28.3,53.0,47.3,37.3,35.1,70.6,-8.8,0,0.0,2019
1190,The Citadel,SC,27,12,106.0,114.0,0.3011,52.0,56.6,17.3,16.9,25.1,31.8,25.8,31.7,54.2,57.5,33.5,37.1,75.3,-10.9,0,0.0,2019
1191,UNC Greensboro,SC,34,29,104.4,98.1,0.6724,51.2,51.0,17.1,22.2,31.4,29.7,30.6,32.2,51.4,50.1,33.8,35.0,69.0,1.9,0,0.0,2019
1192,VMI,SC,29,11,101.2,111.9,0.2382,50.1,56.9,16.5,16.9,21.7,27.6,29.2,32.0,47.6,56.8,35.4,38.1,73.1,-13.1,0,0.0,2019
1193,Western Carolina,SC,31,7,99.9,109.6,0.2557,53.6,55.3,25.1,14.7,28.4,25.7,34.8,39.7,52.3,57.8,36.8,34.1,71.1,-16.5,0,0.0,2019
1229,Alabama,SEC,34,18,107.4,95.6,0.7931,50.3,48.9,19.5,16.9,31.5,28.0,38.0,29.6,49.9,48.5,34.0,33.3,70.1,-0.2,0,0.0,2019
1230,Arkansas,SEC,34,18,109.3,96.7,0.8046,51.0,49.4,18.3,22.5,28.3,34.8,38.4,41.7,50.6,48.9,34.5,33.3,71.9,-2.2,0,0.0,2019
1231,Georgia,SEC,32,11,105.0,100.0,0.6344,50.1,48.5,22.5,15.5,32.7,31.0,41.3,29.9,51.1,47.8,32.2,33.2,70.2,-7.4,0,0.0,2019
1232,Missouri,SEC,32,15,107.3,95.0,0.8011,50.5,49.4,21.0,18.1,31.9,25.7,29.8,38.1,47.6,50.6,36.3,31.9,66.1,-3.0,0,0.0,2019
1233,South Carolina,SEC,31,16,107.8,96.3,0.7861,48.3,49.5,19.2,20.3,31.8,31.1,36.2,39.6,44.9,48.2,36.5,34.2,71.8,-2.1,0,0.0,2019
1234,Texas A&M,SEC,32,14,106.4,98.3,0.7129,49.3,49.3,20.0,18.5,32.7,32.5,34.2,27.0,51.0,49.1,30.8,33.1,69.0,-4.4,0,0.0,2019
1235,Vanderbilt,SEC,32,9,100.3,100.1,0.5062,48.6,49.5,20.5,16.4,29.0,29.3,40.6,33.3,50.0,48.0,31.1,34.9,68.9,-9.1,0,0.0,2019
1284,Central Arkansas,Slnd,30,14,98.6,110.7,0.2097,49.1,51.9,19.7,18.0,24.5,30.9,34.2,34.3,46.3,51.2,35.3,35.3,72.0,-13.4,0,0.0,2019
1285,Houston Baptist,Slnd,28,12,102.2,112.1,0.2576,49.6,55.7,19.5,20.2,33.8,29.6,42.4,35.7,49.3,54.3,33.4,39.0,75.1,-13.1,0,0.0,2019
1286,Incarnate Word,Slnd,27,6,97.2,119.2,0.0875,51.9,59.3,24.1,19.7,23.1,32.7,34.8,39.1,51.4,61.2,35.1,37.6,66.4,-20.2,0,0.0,2019
1287,Lamar,Slnd,29,20,103.0,107.0,0.3905,49.3,52.2,20.0,19.8,36.2,27.4,42.3,35.7,48.8,52.3,33.6,34.6,69.7,-9.0,0,0.0,2019
1288,McNeese St.,Slnd,27,9,96.3,113.6,0.1306,49.8,54.2,21.3,17.7,29.7,31.9,38.8,29.3,51.3,53.8,31.0,36.5,67.5,-17.4,0,0.0,2019
1289,New Orleans,Slnd,29,19,96.2,105.2,0.2631,48.0,50.0,21.8,22.5,32.8,34.2,36.0,40.4,47.2,50.5,33.3,32.7,69.7,-8.7,0,0.0,2019
1290,Nicholls St.,Slnd,27,14,98.3,110.3,0.2102,50.1,51.0,17.2,18.1,23.5,33.6,21.9,36.0,45.4,53.5,37.0,30.7,70.2,-12.6,0,0.0,2019
1291,Northwestern St.,Slnd,28,11,89.0,109.4,0.085,44.7,51.2,22.7,19.5,28.9,34.7,33.6,36.5,46.2,48.1,28.0,37.5,69.9,-14.9,0,0.0,2019
1292,Sam Houston St.,Slnd,30,21,105.6,106.4,0.47700000000000004,51.8,51.2,18.3,21.2,29.7,28.6,26.0,43.3,48.6,51.4,37.5,34.0,67.7,-6.7,0,0.0,2019
1293,Southeastern Louisiana,Slnd,31,17,98.9,105.4,0.3256,50.4,50.2,24.1,20.9,32.5,28.2,37.2,39.3,50.4,50.6,33.6,32.9,66.8,-10.8,0,0.0,2019
1294,Stephen F. Austin,Slnd,26,14,94.5,108.8,0.1655,48.4,52.6,20.5,21.5,29.1,32.9,36.2,36.1,47.6,49.9,33.3,37.4,70.0,-11.9,0,0.0,2019
1295,Texas A&M Corpus Chris,Slnd,28,14,93.9,104.1,0.2355,47.9,48.6,22.3,20.1,31.1,27.5,29.8,41.7,47.6,46.1,32.3,34.9,66.3,-13.7,0,0.0,2019
1327,Denver,Sum,29,8,98.3,111.5,0.1916,50.2,56.5,19.7,15.7,26.4,22.9,26.2,28.3,47.8,51.7,36.2,41.8,68.8,-16.1,0,0.0,2019
1328,Fort Wayne,Sum,30,18,106.5,107.1,0.4839,55.8,54.0,16.8,17.1,23.1,28.6,26.9,25.0,55.8,52.0,37.2,38.0,73.1,-9.5,0,0.0,2019
1329,Nebraska Omaha,Sum,31,21,108.4,109.5,0.4722,54.4,55.0,13.5,16.8,24.8,25.6,24.1,27.1,51.8,55.2,39.3,36.5,69.5,-4.6,0,0.0,2019
1330,Oral Roberts,Sum,30,11,103.6,112.6,0.2769,52.2,54.1,20.4,14.5,29.8,27.1,26.1,32.7,50.7,51.3,36.4,39.0,68.6,-14.3,0,0.0,2019
1331,South Dakota,Sum,28,13,100.2,104.9,0.3711,50.1,51.7,16.1,17.4,21.5,25.6,35.9,35.2,49.6,50.7,33.9,35.8,68.3,-11.7,0,0.0,2019
1332,South Dakota St.,Sum,32,24,111.3,104.2,0.6822,58.5,50.2,16.3,15.6,23.9,22.7,31.9,23.7,56.2,48.8,41.2,34.5,72.4,-3.4,0,0.0,2019
1333,Western Illinois,Sum,29,10,96.9,106.8,0.2463,49.8,52.2,16.3,14.5,22.6,25.5,23.2,28.1,45.9,48.4,38.2,38.9,68.7,-16.0,0,0.0,2019
1370,Alabama A&M,SWAC,32,5,87.2,109.3,0.0692,45.8,53.7,22.3,21.0,28.0,32.1,25.1,38.8,45.0,54.1,31.6,35.3,67.1,-22.6,0,0.0,2019
1371,Alabama St.,SWAC,29,12,93.6,111.7,0.1156,46.1,53.0,21.0,21.2,31.6,32.4,37.4,36.9,44.7,53.6,32.1,34.7,68.5,-13.7,0,0.0,2019
1372,Alcorn St.,SWAC,27,10,89.0,112.6,0.0628,45.7,52.7,24.1,18.2,30.1,31.5,30.5,36.5,45.0,55.3,31.3,32.1,67.1,-16.7,0,0.0,2019
1373,Arkansas Pine Bluff,SWAC,31,13,94.1,110.8,0.1324,48.4,51.6,22.1,19.7,29.1,30.7,42.4,45.0,47.0,50.8,34.0,35.5,67.1,-14.0,0,0.0,2019
1374,Grambling St.,SWAC,31,17,94.9,104.0,0.2607,50.0,45.1,22.1,18.0,25.8,29.4,43.0,42.3,45.5,44.7,40.2,30.6,70.7,-11.5,0,0.0,2019
1375,Jackson St.,SWAC,30,13,90.0,104.0,0.1592,44.6,49.2,20.4,20.7,28.7,27.0,34.3,44.0,45.9,46.8,27.9,35.5,67.0,-14.5,0,0.0,2019
1376,Mississippi Valley St.,SWAC,31,6,89.8,113.2,0.0657,41.9,54.1,18.5,17.5,28.4,31.7,33.7,32.0,40.1,51.4,31.0,39.1,70.6,-20.2,0,0.0,2019
1377,Southern,SWAC,31,7,92.8,110.0,0.1242,48.9,54.9,23.2,22.2,30.2,32.9,34.6,50.5,48.8,54.8,32.6,36.7,67.5,-19.1,0,0.0,2019
1378,Texas Southern,SWAC,36,24,102.8,109.0,0.3392,50.8,51.6,19.8,19.9,32.5,31.7,40.8,32.6,52.2,51.1,32.1,35.0,75.8,-6.6,0,0.0,2019
1407,Cal Baptist,WAC,27,16,104.9,107.5,0.4321,51.2,48.8,18.0,15.1,28.8,28.9,32.4,39.6,50.4,46.9,34.8,35.4,69.4,-9.0,0,0.0,2019
1408,Cal St. Bakersfield,WAC,31,18,101.4,107.2,0.3441,46.6,51.3,19.0,20.1,37.9,29.6,29.2,52.5,46.7,49.5,31.0,36.0,66.5,-8.8,0,0.0,2019
1409,Chicago St.,WAC,30,3,88.5,117.3,0.038,44.2,57.8,22.5,16.7,22.1,33.9,33.1,33.9,43.5,57.9,30.7,38.5,71.9,-20.9,0,0.0,2019
1410,Grand Canyon,WAC,33,20,106.3,101.2,0.6365,51.4,49.9,17.3,19.3,29.0,25.7,33.7,29.7,52.5,48.4,33.1,35.2,69.3,-5.6,0,0.0,2019
1411,Seattle,WAC,31,18,100.0,100.6,0.4807,49.1,46.7,17.5,15.8,29.3,26.5,34.3,38.5,46.1,44.9,36.8,33.6,68.7,-8.9,0,0.0,2019
1412,UMKC,WAC,31,11,99.5,106.3,0.3201,49.8,53.6,17.2,20.9,23.5,32.3,32.4,36.7,47.8,53.0,35.2,36.5,68.0,-13.6,0,0.0,2019
1413,UT Rio Grande Valley,WAC,35,20,98.0,100.9,0.4167,46.3,50.4,18.0,24.3,26.5,32.6,42.7,43.5,46.0,50.3,31.3,33.8,71.7,-8.2,0,0.0,2019
1414,Utah Valley,WAC,33,25,107.0,102.6,0.6194,55.6,49.1,20.2,16.5,28.0,26.6,40.3,29.3,54.2,47.3,38.5,34.9,69.9,-2.3,0,0.0,2019
1449,BYU,WCC,32,19,110.0,102.8,0.6868,52.8,50.7,15.3,17.6,23.7,27.0,40.0,35.4,54.7,48.3,33.0,36.6,72.7,-3.1,0,0.0,2019
1450,Loyola Marymount,WCC,32,22,103.1,98.7,0.6228,49.5,49.6,19.3,21.6,29.4,27.2,36.7,36.2,50.3,50.3,31.6,32.4,64.0,-4.0,0,0.0,2019
