,TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,SEED,YEAR
737,Eastern Michigan,MAC,29,16,105.3,104.4,0.5246,48.8,50.4,17.1,21.5,33.6,35.0,35.3,50.8,48.0,50.2,33.6,33.9,69.6,-10.2,0,0.0,2017
738,Miami OH,MAC,30,11,94.3,105.2,0.2203,48.6,51.4,20.1,20.7,24.9,31.8,37.0,40.0,49.8,50.8,30.9,34.8,70.0,-15.6,0,0.0,2017
739,Northern Illinois,MAC,29,15,98.8,101.8,0.4121,46.4,50.8,19.5,20.5,33.5,28.1,40.3,39.8,46.6,49.8,30.6,34.9,68.2,-12.1,0,0.0,2017
740,Ohio,MAC,30,20,105.5,99.4,0.6659,53.2,47.3,17.4,18.1,25.6,27.7,33.7,32.7,50.0,46.8,38.5,32.1,71.6,-6.0,0,0.0,2017
741,Toledo,MAC,33,17,107.8,104.2,0.5969,54.4,51.2,18.5,14.2,29.0,25.5,38.3,27.2,54.6,52.3,36.1,32.3,68.1,-9.6,0,0.0,2017
742,Western Michigan,MAC,31,16,105.2,105.1,0.5018,50.9,54.0,17.6,18.3,31.1,26.5,35.0,34.2,48.2,53.9,38.3,36.1,69.3,-9.2,0,0.0,2017
789,Bethune Cookman,MEAC,30,10,95.2,113.9,0.1138,46.8,53.1,17.7,19.6,31.1,35.6,28.2,40.0,45.9,54.7,32.3,33.6,69.6,-18.7,0,0.0,2017
790,Coppin St.,MEAC,30,8,91.7,116.6,0.0593,43.9,54.4,19.1,18.9,28.0,33.1,40.0,40.0,41.7,55.0,31.7,35.6,70.0,-17.8,0,0.0,2017
791,Delaware St.,MEAC,30,10,93.9,113.5,0.1015,47.8,52.3,19.6,20.3,28.5,37.2,30.1,39.1,44.7,52.6,35.1,34.7,67.3,-17.4,0,0.0,2017
792,Florida A&M,MEAC,28,7,92.3,116.7,0.0632,46.5,53.2,18.5,18.9,26.3,34.7,37.6,33.9,44.7,52.5,33.9,36.1,71.2,-20.2,0,0.0,2017
793,Hampton,MEAC,29,14,92.0,106.6,0.1552,46.1,49.6,19.6,19.9,30.6,29.3,33.4,42.7,45.0,47.5,32.2,35.6,69.5,-12.5,0,0.0,2017
794,Howard,MEAC,32,10,90.0,109.1,0.0981,43.4,49.7,21.5,18.2,32.3,33.3,43.4,35.8,43.3,47.2,29.0,36.0,68.7,-18.0,0,0.0,2017
795,Maryland Eastern Shore,MEAC,32,14,96.4,112.7,0.1423,48.4,52.8,18.0,19.3,27.1,33.7,32.5,40.9,46.5,52.2,34.4,35.9,69.8,-13.7,0,0.0,2017
796,Morgan St.,MEAC,29,14,91.6,105.6,0.1634,42.5,48.9,19.8,20.1,34.8,31.2,37.8,41.5,42.0,51.7,29.2,28.9,69.2,-13.1,0,0.0,2017
797,Norfolk St.,MEAC,32,17,93.5,105.3,0.2027,47.4,48.0,20.5,16.7,29.7,28.9,38.0,38.4,46.1,45.4,33.2,34.7,69.8,-10.9,0,0.0,2017
798,North Carolina A&T,MEAC,30,3,95.2,124.0,0.0458,47.6,53.1,21.7,14.3,31.8,32.9,33.4,38.9,47.3,50.1,32.2,38.3,64.6,-25.2,0,0.0,2017
799,Savannah St.,MEAC,27,13,99.0,113.9,0.1657,49.5,52.9,17.8,19.3,27.6,35.8,32.3,31.7,52.0,55.9,31.8,32.6,83.3,-11.0,0,0.0,2017
800,South Carolina St.,MEAC,29,11,98.0,118.7,0.0995,47.4,54.3,18.0,17.6,28.1,35.8,30.4,39.1,47.1,55.7,32.0,34.4,69.4,-13.1,0,0.0,2017
840,Bradley,MVC,32,13,96.5,102.1,0.3409,48.5,48.9,21.9,18.4,26.3,29.4,42.1,40.9,46.1,46.8,35.3,34.7,69.0,-11.2,0,0.0,2017
841,Drake,MVC,29,7,102.6,110.0,0.3099,48.1,53.1,17.6,17.6,26.8,31.5,29.1,30.7,45.3,52.0,34.6,36.8,71.0,-15.8,0,0.0,2017
842,Evansville,MVC,31,16,105.9,102.2,0.6012,48.8,49.6,17.9,18.5,27.1,27.1,45.8,40.9,47.2,47.9,36.9,34.9,68.0,-8.9,0,0.0,2017
843,Illinois St.,MVC,34,28,107.5,92.2,0.8529,51.4,44.0,18.6,19.0,30.4,28.5,29.9,32.6,48.6,41.1,37.0,32.5,66.2,1.8,0,0.0,2017
844,Indiana St.,MVC,30,11,98.4,100.5,0.4415,47.8,47.9,17.8,17.8,22.4,29.3,30.8,42.8,45.8,44.2,33.9,37.3,71.1,-11.8,0,0.0,2017
845,Loyola Chicago,MVC,30,18,107.3,100.9,0.6691,55.3,51.8,17.3,20.9,20.6,25.8,30.8,33.5,53.5,49.6,38.9,37.3,67.1,-7.2,0,0.0,2017
846,Missouri St.,MVC,32,17,108.5,105.3,0.5859,51.0,50.4,18.4,16.2,32.9,24.6,33.8,33.0,48.8,49.2,36.2,35.0,67.4,-8.5,0,0.0,2017
847,Northern Iowa,MVC,29,14,96.8,96.6,0.5052,46.7,50.5,17.3,20.9,17.7,28.3,34.2,26.0,45.3,47.6,32.3,36.8,64.7,-6.8,0,0.0,2017
848,Southern Illinois,MVC,32,17,102.1,103.1,0.4711,47.7,52.2,17.6,20.3,29.5,31.4,35.4,33.6,47.9,48.2,31.6,39.4,66.8,-7.2,0,0.0,2017
885,Air Force,MWC,31,12,103.1,107.3,0.3854,49.8,54.6,17.9,17.5,26.5,24.6,37.4,32.6,47.0,54.4,36.2,36.6,68.4,-14.1,0,0.0,2017
886,Boise St.,MWC,31,20,109.1,101.4,0.6986,51.8,48.3,17.9,16.6,27.7,26.5,40.5,41.9,51.5,47.1,34.8,34.2,70.5,-3.2,0,0.0,2017
887,Colorado St.,MWC,34,24,108.3,100.2,0.7076,48.3,46.8,16.1,16.9,31.3,28.8,38.2,31.8,46.6,46.6,34.1,31.4,67.8,-2.8,0,0.0,2017
888,Fresno St.,MWC,31,20,103.5,96.8,0.6844,50.8,48.5,18.8,20.6,27.2,27.5,40.5,46.2,49.5,47.2,35.6,33.6,69.8,-3.9,0,0.0,2017
889,New Mexico,MWC,31,17,105.2,100.7,0.6232,50.2,50.6,18.4,19.0,27.0,27.8,46.0,37.7,50.7,47.5,32.7,36.9,70.4,-5.4,0,0.0,2017
890,San Diego St.,MWC,32,19,103.2,93.4,0.7587,47.5,44.8,17.5,19.0,30.5,29.1,35.3,32.4,47.5,42.9,31.6,32.1,66.1,-6.0,0,0.0,2017
891,San Jose St.,MWC,28,14,99.7,104.0,0.3794,48.6,51.8,18.2,18.9,24.9,26.1,36.1,40.3,47.7,52.0,33.7,34.3,72.1,-9.0,0,0.0,2017
892,UNLV,MWC,32,11,97.4,104.1,0.3186,45.1,51.6,18.0,16.5,28.9,27.5,37.5,28.6,43.5,48.9,32.0,37.8,70.1,-12.6,0,0.0,2017
893,Utah St.,MWC,30,15,105.7,103.2,0.5663,52.5,49.2,18.2,15.8,24.9,26.8,35.1,33.7,50.0,47.7,38.0,34.5,68.1,-9.2,0,0.0,2017
894,Wyoming,MWC,36,23,104.4,101.4,0.5851,51.6,46.2,17.7,16.2,22.7,27.7,37.5,39.4,50.7,45.7,35.1,31.4,74.2,-7.5,0,0.0,2017
931,Bryant,NEC,31,12,100.1,111.6,0.2223,49.7,51.5,18.8,17.6,29.2,30.6,32.8,37.4,49.2,52.1,33.7,33.6,70.5,-14.7,0,0.0,2017
932,Central Connecticut,NEC,29,6,92.5,113.3,0.08900000000000001,46.7,54.0,21.2,20.2,31.5,32.5,33.3,34.6,44.6,52.2,35.1,38.0,66.5,-19.6,0,0.0,2017
933,Fairleigh Dickinson,NEC,29,11,101.3,111.0,0.2584,49.5,51.8,18.9,19.4,27.4,34.2,36.1,44.0,49.8,51.9,32.7,34.4,70.6,-13.9,0,0.0,2017
934,LIU Brooklyn,NEC,31,20,99.3,106.7,0.3027,48.5,49.5,20.9,19.5,36.4,28.9,38.8,37.1,47.0,47.6,34.8,35.4,68.3,-8.7,0,0.0,2017
935,Robert Morris,NEC,33,14,91.5,99.0,0.2879,45.1,48.4,21.5,23.7,29.3,31.3,41.3,42.5,43.8,50.0,31.9,29.8,70.2,-13.5,0,0.0,2017
936,Sacred Heart,NEC,32,13,97.2,108.4,0.2221,49.5,52.8,22.0,19.5,30.9,27.1,35.0,33.3,49.2,50.5,33.5,37.9,72.7,-15.1,0,0.0,2017
937,St. Francis NY,NEC,30,4,86.7,111.6,0.0519,41.0,52.7,17.4,20.0,27.9,33.4,31.8,46.9,40.1,52.2,28.2,36.0,68.5,-22.5,0,0.0,2017
938,St. Francis PA,NEC,33,17,101.5,109.1,0.3027,52.8,50.4,20.7,18.7,29.7,32.4,29.6,23.9,50.4,47.3,38.1,36.9,71.4,-11.9,0,0.0,2017
939,Wagner,NEC,29,16,99.8,107.6,0.2955,47.6,47.6,21.4,18.5,40.1,30.9,34.7,38.9,47.1,46.0,32.5,33.5,64.4,-10.7,0,0.0,2017
980,Austin Peay,OVC,28,11,104.5,116.9,0.2169,52.4,56.4,17.3,17.6,24.2,35.8,41.0,29.5,52.2,56.9,35.2,37.0,71.3,-13.8,0,0.0,2017
981,Belmont,OVC,29,23,108.8,103.3,0.6455,55.7,48.3,18.4,16.0,25.6,25.0,29.4,31.9,60.9,48.6,34.1,31.8,69.5,-0.7,0,0.0,2017
982,Eastern Illinois,OVC,27,14,99.7,103.7,0.387,47.8,49.7,17.5,21.0,29.5,32.4,26.9,39.3,43.5,47.6,36.6,35.9,70.1,-11.5,0,0.0,2017
983,Eastern Kentucky,OVC,29,12,98.2,106.4,0.2844,49.4,51.4,19.8,19.2,25.2,32.9,37.4,40.5,50.1,49.8,32.3,36.2,69.1,-13.3,0,0.0,2017
984,Morehead St.,OVC,28,14,105.2,108.3,0.4179,51.0,55.1,18.5,19.4,35.2,28.1,28.8,42.1,48.0,51.8,38.7,40.2,69.8,-10.3,0,0.0,2017
985,Murray St.,OVC,31,16,105.4,110.0,0.3803,50.8,52.1,16.9,17.9,31.8,29.6,34.9,38.5,48.5,51.0,36.1,35.9,70.0,-12.0,0,0.0,2017
986,SIU Edwardsville,OVC,28,6,94.6,108.7,0.168,45.0,52.7,20.3,18.3,31.6,28.5,45.7,44.9,45.5,54.0,29.2,33.2,70.9,-18.0,0,0.0,2017
987,Southeast Missouri St.,OVC,31,15,101.7,108.7,0.3161,51.4,55.3,17.6,21.9,24.7,30.1,35.1,39.0,49.0,55.3,36.8,36.9,69.8,-13.0,0,0.0,2017
988,Tennessee Martin,OVC,33,22,105.2,110.3,0.368,52.7,52.6,21.6,19.0,37.4,32.4,34.3,31.1,53.2,52.8,34.7,35.0,69.2,-6.7,0,0.0,2017
989,Tennessee St.,OVC,28,17,99.3,98.2,0.5326,48.7,48.5,21.7,21.4,34.2,28.0,39.5,48.7,48.3,45.4,33.1,35.0,68.5,-7.2,0,0.0,2017
990,Tennessee Tech,OVC,30,12,97.6,107.0,0.2568,48.1,51.5,19.2,20.4,29.0,30.1,38.5,39.7,47.7,51.1,32.5,34.7,69.7,-14.6,0,0.0,2017
1025,Arizona St.,P12,33,15,110.9,107.0,0.6007,51.4,55.4,14.3,18.3,24.4,32.2,31.9,29.9,48.7,55.9,36.6,36.4,71.7,-6.3,0,0.0,2017
1026,California,P12,34,21,103.5,92.5,0.7833,48.1,45.3,18.7,16.6,32.9,24.0,37.7,34.1,46.6,43.4,34.0,32.8,67.0,-0.9,0,0.0,2017
1027,Colorado,P12,33,19,111.5,102.2,0.7317,50.9,50.3,17.4,17.2,33.0,28.3,37.5,33.9,49.9,47.3,35.1,36.8,69.3,-3.8,0,0.0,2017
1028,Oregon St.,P12,31,5,96.1,104.2,0.2842,48.2,51.3,23.0,17.5,26.9,32.3,34.3,39.6,46.3,50.0,34.6,35.7,66.3,-16.7,0,0.0,2017
1029,Stanford,P12,30,14,104.0,98.1,0.6629999999999999,48.3,52.7,18.6,20.6,29.6,27.2,37.3,38.2,48.2,49.1,32.3,38.8,69.8,-5.2,0,0.0,2017
1030,Utah,P12,30,20,112.4,98.8,0.8163,56.2,49.1,19.2,17.0,30.9,24.5,33.1,31.2,57.4,46.9,36.0,35.6,69.8,-2.3,0,0.0,2017
1031,Washington,P12,31,9,105.9,105.4,0.5131,50.6,52.8,18.8,16.4,34.9,31.4,30.8,34.7,49.4,49.6,35.4,39.9,72.6,-10.9,0,0.0,2017
1032,Washington St.,P12,30,13,103.8,104.1,0.4924,52.0,52.8,18.1,14.7,20.0,28.5,27.2,27.9,50.6,52.6,36.6,35.4,69.0,-7.9,0,0.0,2017
1069,American,Pat,30,8,94.7,107.6,0.1874,50.3,52.5,20.2,20.2,21.7,28.0,30.7,41.4,51.7,51.4,31.8,36.6,66.0,-16.4,0,0.0,2017
1070,Army,Pat,31,13,97.1,104.3,0.3065,51.5,50.3,20.6,17.3,26.4,24.0,28.0,33.7,50.7,50.1,35.1,33.8,72.7,-13.6,0,0.0,2017
1071,Boston University,Pat,31,18,100.9,102.9,0.4427,51.2,50.5,20.2,20.7,28.1,28.5,33.4,37.2,50.0,47.5,35.3,36.5,71.1,-8.9,0,0.0,2017
1072,Colgate,Pat,31,10,97.2,107.5,0.2401,51.4,52.5,22.0,17.3,24.8,25.3,33.4,38.6,49.4,50.0,36.1,37.6,66.5,-16.3,0,0.0,2017
1073,Holy Cross,Pat,32,15,97.4,102.3,0.3643,50.4,53.3,17.8,25.7,19.4,32.4,34.4,30.4,49.3,54.9,34.5,34.3,61.6,-10.8,0,0.0,2017
1074,Lafayette,Pat,29,9,95.2,111.9,0.134,49.1,54.5,20.7,18.2,20.0,29.1,29.4,30.4,49.2,52.2,32.6,38.4,71.0,-15.9,0,0.0,2017
1075,Lehigh,Pat,31,20,105.9,102.5,0.5942,55.4,50.2,19.8,18.6,23.2,24.1,32.0,28.1,53.4,49.0,39.2,34.8,71.0,-6.2,0,0.0,2017
1076,Loyola MD,Pat,32,16,97.1,103.7,0.3209,46.7,52.2,22.0,21.3,33.0,28.0,39.2,35.9,45.3,53.2,33.2,33.4,67.2,-10.6,0,0.0,2017
1077,Navy,Pat,31,16,98.5,102.0,0.4023,47.8,53.0,21.9,23.8,36.9,26.2,35.9,38.9,49.0,52.5,30.6,35.8,65.5,-11.2,0,0.0,2017
1116,Appalachian St.,SB,28,9,99.3,107.5,0.2859,47.4,52.8,19.4,16.9,28.9,27.2,37.1,44.8,46.3,50.5,32.7,39.0,71.7,-14.8,0,0.0,2017
1117,Arkansas St.,SB,31,20,104.9,102.4,0.5673,51.9,49.2,18.6,18.8,31.0,27.5,41.5,41.8,49.7,49.8,37.7,32.0,68.7,-5.7,0,0.0,2017
1118,Coastal Carolina,SB,37,20,100.4,104.9,0.3749,48.5,50.3,18.1,16.6,30.5,26.9,29.2,32.6,48.0,49.7,32.7,33.9,69.9,-10.3,0,0.0,2017
1119,Georgia Southern,SB,31,18,104.4,106.5,0.4424,51.5,51.3,17.0,18.7,25.2,33.0,39.9,34.7,49.2,51.4,36.3,34.1,69.7,-8.0,0,0.0,2017
1120,Georgia St.,SB,31,20,103.0,99.8,0.5883,53.0,49.0,20.0,19.8,29.9,29.1,33.9,40.0,53.3,49.4,35.0,32.4,69.6,-5.9,0,0.0,2017
1121,Little Rock,SB,30,15,97.1,104.0,0.3128,49.1,51.8,19.5,19.9,28.4,27.6,32.3,40.3,48.2,50.2,33.8,36.2,64.7,-12.0,0,0.0,2017
1122,Louisiana Lafayette,SB,31,21,109.8,108.9,0.5225,51.5,54.4,17.9,20.1,36.3,27.8,42.2,37.3,51.5,53.8,34.2,37.1,73.6,-6.4,0,0.0,2017
1123,Louisiana Monroe,SB,31,9,97.9,105.7,0.2934,47.7,50.5,19.4,16.5,29.5,29.4,26.0,34.0,47.0,49.0,32.5,35.5,66.4,-17.9,0,0.0,2017
1124,South Alabama,SB,30,14,98.0,105.3,0.3057,48.4,52.2,18.4,22.4,27.2,31.7,38.3,40.4,49.0,51.0,31.7,36.2,71.0,-12.9,0,0.0,2017
1125,Texas St.,SB,34,22,101.3,100.2,0.5312,50.5,47.7,18.2,19.9,28.2,29.6,36.8,36.1,50.1,47.4,34.1,32.1,63.5,-8.3,0,0.0,2017
1126,UT Arlington,SB,34,27,108.9,100.4,0.7191,52.5,48.9,18.7,20.1,32.6,29.8,34.6,36.6,54.7,49.4,33.0,32.2,71.8,-1.1,0,0.0,2017
1167,Chattanooga,SC,29,19,105.3,101.2,0.6113,51.9,50.7,19.8,21.4,31.2,32.7,40.3,37.2,53.3,49.7,33.1,35.3,67.1,-5.5,0,0.0,2017
1168,Furman,SC,33,23,106.2,100.9,0.6412,54.9,49.4,19.2,19.5,27.2,27.1,32.1,33.7,53.3,50.9,38.1,31.6,67.4,-4.8,0,0.0,2017
1169,Mercer,SC,30,15,108.5,106.4,0.5569,50.4,50.0,18.0,15.7,33.9,28.4,32.8,35.3,49.6,47.7,34.4,35.3,63.0,-9.9,0,0.0,2017
1170,Samford,SC,34,20,107.1,106.3,0.5232,53.0,49.8,19.0,17.2,29.4,31.2,41.5,31.8,50.2,49.8,38.9,33.3,69.8,-8.3,0,0.0,2017
1171,The Citadel,SC,30,12,104.2,115.6,0.2331,49.3,57.9,17.2,19.7,28.0,35.4,32.8,40.9,47.8,57.7,33.9,38.9,81.7,-14.5,0,0.0,2017
1172,UNC Greensboro,SC,32,25,106.5,103.9,0.5708,52.4,50.2,19.9,19.4,34.3,30.4,30.1,34.8,50.4,47.6,37.0,36.4,68.3,-2.6,0,0.0,2017
1173,VMI,SC,28,6,96.7,112.4,0.1515,48.1,56.7,18.9,17.9,26.6,32.3,29.5,39.7,48.2,54.2,32.0,40.7,70.1,-17.3,0,0.0,2017
1174,Western Carolina,SC,30,9,89.2,103.6,0.1532,43.1,52.9,23.2,19.1,31.5,29.0,27.7,46.6,41.9,52.1,30.4,36.0,68.5,-15.2,0,0.0,2017
1175,Wofford,SC,30,16,108.8,107.4,0.5377,52.7,53.4,17.5,18.0,28.1,28.2,31.9,38.3,49.4,54.6,38.4,34.2,68.0,-9.7,0,0.0,2017
1214,Alabama,SEC,34,19,104.4,91.8,0.8142,48.2,46.1,20.4,19.8,34.1,26.6,39.1,39.9,48.7,44.2,31.7,33.3,66.6,-1.8,0,0.0,2017
1215,Auburn,SEC,32,18,112.4,102.5,0.7425,51.1,50.6,17.9,19.9,30.3,33.3,42.5,38.8,48.5,48.7,36.6,35.7,75.2,-2.4,0,0.0,2017
1216,Georgia,SEC,33,19,107.9,95.9,0.7961,48.1,47.2,18.6,16.7,28.9,28.2,40.7,34.2,48.3,45.4,31.8,33.6,68.5,0.3,0,0.0,2017
1217,LSU,SEC,31,10,108.3,109.4,0.47100000000000003,50.2,54.6,19.8,16.9,31.2,31.3,31.5,36.9,50.2,52.9,33.6,38.2,73.4,-8.8,0,0.0,2017
1218,Mississippi,SEC,36,22,110.3,100.3,0.7494,48.8,49.8,19.3,18.8,33.9,30.0,42.8,35.6,46.8,46.7,34.7,36.3,72.7,-1.3,0,0.0,2017
1219,Mississippi St.,SEC,32,16,104.1,98.3,0.6567,51.1,48.1,19.0,19.7,27.1,30.1,33.9,37.9,50.4,48.6,34.7,31.5,70.2,-5.3,0,0.0,2017
1220,Missouri,SEC,32,8,101.3,100.0,0.5386,45.2,49.6,16.9,19.2,28.2,30.2,38.7,42.6,45.0,48.3,30.4,34.4,69.7,-12.5,0,0.0,2017
1221,Tennessee,SEC,31,16,109.3,96.3,0.81,46.8,48.6,17.4,19.3,31.8,30.1,42.9,43.3,46.0,46.2,32.4,35.5,70.8,-2.2,0,0.0,2017
1222,Texas A&M,SEC,31,16,108.3,95.6,0.8071,51.2,47.2,21.2,17.4,37.4,31.2,33.3,28.1,52.1,43.7,32.9,35.2,65.8,-2.9,0,0.0,2017
1260,Abilene Christian,Slnd,25,13,97.5,107.5,0.245,52.5,52.8,21.0,21.4,23.0,31.7,34.7,44.3,50.7,52.1,37.1,36.1,67.1,-12.5,0,0.0,2017
1261,Central Arkansas,Slnd,32,8,102.9,117.5,0.1794,49.8,55.1,19.1,15.7,28.8,31.7,35.9,32.0,46.7,52.2,37.5,39.2,72.4,-17.4,0,0.0,2017
1262,Houston Baptist,Slnd,27,17,103.9,110.7,0.3266,49.1,53.2,19.3,18.5,35.7,28.6,37.8,38.7,48.6,52.6,33.5,36.2,71.6,-7.7,0,0.0,2017
1263,Incarnate Word,Slnd,25,12,100.7,113.7,0.1993,51.4,51.5,18.6,16.6,22.2,32.4,43.6,38.9,48.2,51.8,37.8,33.7,73.1,-13.2,0,0.0,2017
1264,Lamar,Slnd,30,19,102.4,108.2,0.3458,51.0,51.9,19.5,21.0,31.2,29.4,40.3,42.2,49.3,53.1,35.8,32.9,69.2,-10.7,0,0.0,2017
1265,McNeese St.,Slnd,26,7,95.6,110.2,0.1628,47.5,50.6,19.8,17.9,25.4,36.2,34.4,39.1,46.2,49.7,33.4,35.1,71.6,-16.0,0,0.0,2017
1266,Nicholls St.,Slnd,27,14,100.3,112.4,0.2132,49.5,55.6,20.4,20.4,26.8,37.6,35.8,33.5,49.0,51.7,33.5,41.7,71.0,-11.9,0,0.0,2017
1267,Northwestern St.,Slnd,25,13,100.0,112.5,0.2056,50.1,53.9,20.8,19.2,29.6,32.4,41.0,39.4,47.9,52.5,36.3,37.8,72.3,-12.0,0,0.0,2017
1268,Sam Houston St.,Slnd,30,21,95.8,102.9,0.3053,47.1,50.0,19.3,22.2,31.6,27.4,36.3,48.2,47.7,48.8,30.6,34.7,71.6,-8.6,0,0.0,2017
1269,Southeastern Louisiana,Slnd,30,16,96.3,103.1,0.3141,50.2,49.0,22.8,21.6,35.0,30.8,37.0,39.6,48.3,47.6,36.1,34.5,68.8,-11.9,0,0.0,2017
1270,Stephen F. Austin,Slnd,30,18,95.4,102.9,0.2943,49.2,52.1,24.8,22.9,34.7,28.4,40.6,44.4,50.3,52.0,31.4,34.9,67.6,-9.5,0,0.0,2017
1271,Texas A&M Corpus Chris,Slnd,33,24,102.3,102.3,0.502,51.3,51.6,18.8,23.0,29.3,31.1,37.1,41.2,52.1,51.3,32.8,34.6,69.6,-6.5,0,0.0,2017
1312,Denver,Sum,30,16,105.5,109.4,0.396,54.8,51.4,19.4,15.5,28.8,24.7,34.6,39.1,52.1,50.0,40.2,35.8,68.1,-9.4,0,0.0,2017
1313,Fort Wayne,Sum,30,20,107.1,106.7,0.511,56.4,53.5,17.8,17.8,28.8,24.6,25.8,32.3,54.9,49.9,39.0,39.1,72.9,-6.9,0,0.0,2017
1314,IUPUI,Sum,30,14,105.4,109.1,0.4022,51.6,54.4,16.8,19.0,29.6,29.4,33.2,43.3,48.5,54.1,37.8,36.6,70.9,-11.3,0,0.0,2017
1315,Nebraska Omaha,Sum,31,18,106.8,108.0,0.4684,52.3,54.0,18.3,19.3,28.9,31.3,40.6,33.7,49.0,53.0,38.4,37.0,75.1,-7.2,0,0.0,2017
1316,North Dakota St.,Sum,28,19,102.7,104.5,0.4509,52.2,50.4,16.9,17.2,25.0,28.0,39.7,31.3,50.8,46.7,36.3,37.8,68.2,-6.0,0,0.0,2017
1317,Oral Roberts,Sum,28,8,103.0,109.4,0.3327,49.6,54.7,16.7,16.1,25.0,29.4,30.6,32.0,47.9,51.8,35.4,39.6,70.7,-15.0,0,0.0,2017
1318,South Dakota,Sum,32,22,102.8,102.9,0.4986,49.6,50.8,16.2,18.5,27.5,27.3,42.7,31.9,48.8,47.7,34.2,37.5,72.1,-5.7,0,0.0,2017
1319,Western Illinois,Sum,26,8,96.7,107.9,0.221,50.4,51.2,18.4,13.8,18.9,25.4,29.0,40.7,45.1,46.2,38.7,41.5,70.0,-15.3,0,0.0,2017
1352,Alabama A&M,SWAC,29,2,90.4,123.6,0.0266,44.3,53.7,19.8,14.0,29.3,36.2,39.5,33.7,45.6,53.2,27.5,36.3,65.7,-24.0,0,0.0,2017
1353,Alabama St.,SWAC,30,8,90.2,114.1,0.0625,44.3,50.3,22.0,18.0,34.5,31.8,34.6,42.6,44.4,49.7,29.4,34.5,70.0,-19.2,0,0.0,2017
1354,Alcorn St.,SWAC,29,18,94.1,106.7,0.1906,47.9,47.3,20.4,18.6,31.9,31.2,32.8,39.8,47.9,48.3,32.0,30.2,69.0,-9.7,0,0.0,2017
1355,Arkansas Pine Bluff,SWAC,30,6,84.0,110.8,0.0396,46.0,52.2,25.9,23.5,29.9,35.4,32.8,58.5,42.9,54.3,34.4,32.6,69.0,-20.2,0,0.0,2017
1356,Grambling St.,SWAC,30,15,94.7,112.9,0.1175,46.8,55.5,20.2,24.3,32.0,35.0,38.1,42.2,46.6,54.8,31.5,37.8,68.5,-13.6,0,0.0,2017
1357,Jackson St.,SWAC,29,14,92.2,108.8,0.1295,44.2,49.6,18.5,19.8,34.0,28.7,33.7,48.4,44.0,49.6,29.8,33.1,65.6,-13.6,0,0.0,2017
1358,Mississippi Valley St.,SWAC,32,7,94.6,118.8,0.0684,46.6,56.4,19.7,19.5,30.4,33.9,33.5,37.8,44.9,56.0,34.3,38.1,72.4,-18.2,0,0.0,2017
1359,Prairie View A&M,SWAC,31,13,96.9,111.2,0.1705,48.6,52.9,18.8,21.7,24.7,35.0,35.4,49.5,46.4,52.2,34.9,36.2,69.7,-13.9,0,0.0,2017
1360,Southern,SWAC,30,15,96.7,114.7,0.1225,47.8,48.4,19.8,17.2,34.2,33.7,42.8,37.8,47.6,48.3,32.1,32.4,69.8,-13.5,0,0.0,2017
1393,Cal St. Bakersfield,WAC,32,25,100.4,92.1,0.7287,48.3,43.6,20.8,22.8,32.6,30.6,38.0,47.1,46.9,41.0,34.2,31.6,68.2,-3.4,0,0.0,2017
1394,Chicago St.,WAC,29,6,91.3,110.7,0.0985,42.4,55.0,19.6,18.3,26.1,31.1,27.8,35.5,40.7,55.7,30.4,36.1,68.7,-18.4,0,0.0,2017
1395,Grand Canyon,WAC,29,22,100.4,98.1,0.5685,48.4,47.8,18.2,20.9,29.1,27.9,42.1,31.6,47.8,47.3,33.0,32.5,70.4,-3.2,0,0.0,2017
1396,Seattle,WAC,27,13,95.3,102.8,0.2955,50.5,47.6,20.6,19.0,20.6,31.1,36.2,35.1,50.3,47.6,33.9,31.7,69.1,-11.7,0,0.0,2017
1397,UMKC,WAC,32,18,102.8,107.3,0.3779,50.6,52.6,19.7,20.0,27.1,32.2,38.4,41.7,47.3,53.4,36.9,34.1,72.0,-9.3,0,0.0,2017
1398,UT Rio Grande Valley,WAC,29,10,99.7,112.0,0.2094,48.3,54.3,20.2,20.2,29.5,31.8,32.5,52.3,48.0,53.6,32.5,37.0,75.5,-16.5,0,0.0,2017
1399,Utah Valley,WAC,31,17,99.5,98.6,0.527,50.9,47.7,20.4,17.4,23.8,24.7,37.3,35.2,52.9,47.1,32.3,32.6,74.3,-9.9,0,0.0,2017
1432,BYU,WCC,34,22,108.2,99.5,0.7249,51.2,47.9,18.2,16.2,29.1,24.8,42.3,31.1,50.9,47.5,34.4,32.4,77.3,-2.4,0,0.0,2017
1433,Loyola Marymount,WCC,29,15,101.6,102.2,0.4822,50.3,52.2,19.0,21.5,30.0,30.0,30.9,43.3,48.9,51.1,35.2,36.1,68.6,-7.2,0,0.0,2017
1434,Pacific,WCC,32,11,98.8,105.5,0.3214,44.6,52.5,17.0,16.5,29.3,24.1,34.6,40.9,42.9,51.8,32.5,35.7,67.7,-12.6,0,0.0,2017
1435,Pepperdine,WCC,30,9,101.6,113.1,0.226,49.4,56.8,18.0,15.7,26.1,29.2,29.5,28.9,46.9,53.1,37.5,42.0,70.2,-14.0,0,0.0,2017
